,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,-0.16266185,0.0174715,0.0044571534,-0.044051025,-0.06971454,0.116424814,-0.026358005,0.094409116,0.0649719,0.081085175,-0.02760806,-0.2539129,-0.17214565,0.11244408,-0.061713796,0.101525314,-0.084063955,-0.0042092525,0.01898802,-0.035505127,0.109886244,-0.10783309,-0.12910753,-0.07364079,0.1411799,-0.08536206,-0.20944013,0.03661859,0.1959393,0.18900806,0.035089724,0.14004005,0.111334,-0.19141547,-0.11877538,0.041898243,0.27341703,0.022563446,0.07362027,0.079496555,-0.064878196,0.06913387,0.027704693,-0.08998386,0.08113236,-0.08275268,-0.08143602,-0.026878338,-0.050856017,0.07396157,0.055776235,0.093296856,0.066484205,-0.15574913,0.017090775,-0.2235912,-0.19419387,-0.1767456,0.009777613,0.10379805,-0.10987532,0.0013595372,0.121063076,-0.048083857
1,-0.17998157,0.06807149,-0.14854363,-0.047862437,0.02979426,0.03566999,0.09418368,0.08461906,-0.008903734,-0.04810507,-0.028183796,0.056011945,-0.020257264,0.158349,-0.061186515,-0.14989913,-0.09221684,0.1100636,-0.08050474,-0.059357032,-0.08388923,0.012102373,0.06505658,0.073420875,0.06667233,-0.05377563,-0.14977492,0.1491318,0.08648359,0.044983596,-0.046096608,-0.027905878,0.08739924,-0.11779365,-0.018400162,-0.011666298,0.054294385,0.1593112,-0.04140841,-0.04715863,-0.082478076,0.088992774,-0.104232185,0.019993808,-0.0007568598,0.06663854,-0.09937911,0.0053862743,-0.10322033,0.03645481,-0.15616116,-0.046359584,0.14363556,0.018151626,-0.038132194,0.04031849,-0.1104075,-0.09660615,0.08917385,-0.0009938058,-0.10184331,-0.0389162,0.16901357,-0.11516083
2,0.04595051,-0.07447945,0.081127524,0.043466967,-0.09395777,0.2143957,0.018682528,0.025074594,-0.100084186,0.030076707,0.011249736,-0.24433814,0.025619965,-0.08502679,0.010507133,0.105954446,0.16298418,-0.15764803,0.007966474,-0.16506496,-0.031656086,-0.06566834,-0.10744531,-0.17267078,-0.13127035,-0.04546166,-0.020875726,-0.046285573,0.16912729,0.049472384,0.030971646,0.22431654,0.15335947,0.12089549,0.030465968,0.11506418,0.06623528,-0.09448904,0.13670638,-0.03341776,0.19515482,0.07981603,0.042765662,-0.05195385,-0.04174746,-0.12815773,0.07161557,-0.20367332,0.13953456,0.0075690746,0.15997636,0.08265518,0.04888456,0.034637168,-0.019747801,-0.14481208,-0.053819884,0.06293358,0.023025988,-0.0466706,-0.14889605,0.014362663,-0.12940921,0.059818946
3,-0.0016833142,-0.017929658,-0.057701886,0.026357356,-0.0077091455,0.13175586,0.11105937,0.027970225,-0.13463096,-0.0685448,0.004577862,0.010596667,0.11953373,-0.015519935,-0.0005971864,-0.10262374,0.116604626,-0.038490616,-0.07247509,-0.16386113,-0.16915417,0.026809856,0.049637865,-0.035062853,-0.14924687,-0.025613282,-0.0015687458,0.060034364,0.082720734,-0.047472414,-0.03545636,0.07179566,0.1267752,0.13170733,0.08949318,0.058959648,-0.08188363,0.037270278,0.031472616,-0.11997591,0.13886428,0.0943605,-0.068806596,0.0329254,-0.08985261,0.0027341787,0.03226673,-0.148491,0.06566509,-0.012873396,-0.03192114,-0.031090625,0.11538559,0.14793377,-0.059503097,0.060944233,-0.0068983193,0.09086842,0.086474925,-0.10923237,-0.13584694,-0.021059275,-0.049671873,-0.012884514
4,0.039988324,0.082347706,0.03477893,-0.071624,-0.055518433,0.010305636,0.13482171,0.04492678,-0.10793679,-0.14428164,0.053680904,-0.0462846,0.22049175,0.08647559,0.03479984,-0.07414622,0.08536163,-0.16784538,-0.042579085,-0.11914803,-0.16181785,0.13286658,0.23267892,-0.10082425,-0.108622395,-0.03068317,-0.057245333,-0.07146582,0.010926504,0.1531488,-0.15606743,-0.051136028,-0.16691856,0.23231062,0.17390123,0.08752263,-0.13052912,0.13851908,-0.04087477,-0.15802729,0.13924375,0.06806097,0.13123107,0.104426146,-0.034284845,-0.026761467,0.057716653,-0.11605225,0.23267618,-0.04927639,-0.112176925,-0.13128541,0.017921671,0.120236844,-0.037732955,-0.0719773,0.09273897,-0.07263683,0.075249925,-0.056769826,-0.07634994,-0.014421225,-0.09994975,-0.01486516
5,-0.003020701,-0.017489709,-0.058004826,0.025890272,-0.008308828,0.13316841,0.11212161,0.02912586,-0.13564749,-0.06897143,0.0043307003,0.009382838,0.11965701,-0.014521246,-0.0010808483,-0.1035277,0.11712579,-0.038852755,-0.073254235,-0.16558935,-0.1701412,0.026485845,0.049954984,-0.035926968,-0.14925034,-0.026680056,-0.0031495541,0.060382888,0.084455356,-0.045979563,-0.036019903,0.07287319,0.12761706,0.13200524,0.09010564,0.059706047,-0.08118396,0.038214378,0.031345434,-0.1211095,0.13932896,0.095904864,-0.068865515,0.032727048,-0.0894716,0.0022433978,0.03205721,-0.14998958,0.066003755,-0.012260959,-0.032818064,-0.031595796,0.11670679,0.14835346,-0.059762787,0.06019701,-0.008167664,0.09032557,0.08751124,-0.109230205,-0.1372573,-0.020782098,-0.049093686,-0.013497153
6,-0.0023599057,-0.01770641,-0.05786381,0.026125211,-0.008010574,0.1324692,0.11159341,0.028552968,-0.13514334,-0.068763286,0.0044705495,0.009969074,0.11959721,-0.015005254,-0.00083963946,-0.1030851,0.11687283,-0.03867478,-0.072866105,-0.16472143,-0.16964969,0.026651345,0.049807433,-0.035481643,-0.14925757,-0.026138864,-0.0023671985,0.06023121,0.08360056,-0.046696726,-0.035737097,0.07234141,0.12718803,0.13184223,0.08980667,0.0593445,-0.081523046,0.037757702,0.031409644,-0.120546564,0.1390973,0.09513569,-0.06883035,0.032835364,-0.089675255,0.0024973676,0.03216087,-0.14924784,0.06583488,-0.012560211,-0.032371163,-0.03134422,0.11605252,0.14816196,-0.059630495,0.060567364,-0.0075388625,0.09056786,0.08699262,-0.10923308,-0.13657688,-0.020923615,-0.049374744,-0.0131998565
7,-0.16263203,0.017470054,0.0044720545,-0.044047274,-0.069703944,0.11637317,-0.026379783,0.09438231,0.06500887,0.08109233,-0.027591232,-0.253881,-0.17215201,0.112432174,-0.061702713,0.10153944,-0.08409006,-0.0041987556,0.019005165,-0.035448488,0.10991937,-0.10782167,-0.12910518,-0.07361996,0.14119895,-0.08532916,-0.20940301,0.036601648,0.19589406,0.1889829,0.035091713,0.1399968,0.11129295,-0.19142948,-0.11879559,0.04187064,0.2734099,0.022550616,0.07361782,0.07953123,-0.06490349,0.06909726,0.027717583,-0.08997856,0.08113587,-0.08273877,-0.08143687,-0.02682758,-0.050867796,0.07394971,0.05578706,0.09330341,0.06644017,-0.15575875,0.017100617,-0.22358711,-0.19415468,-0.17673953,0.009749476,0.10381115,-0.10983255,0.0013577789,0.12105624,-0.04807379
8,-0.17934705,0.067875944,-0.14838,-0.047651373,0.03006658,0.03494597,0.09366028,0.08404915,-0.008347034,-0.047885522,-0.028048987,0.05654177,-0.020324461,0.1579153,-0.060948886,-0.14940351,-0.09252142,0.11021355,-0.08009998,-0.05847823,-0.08337238,0.012267336,0.064922616,0.073824264,0.06672123,-0.05325361,-0.14904395,0.14893955,0.08565716,0.04431203,-0.045840062,-0.028462775,0.08694113,-0.11797874,-0.01873222,-0.0120325945,0.05400265,0.15886542,-0.041333564,-0.046598256,-0.0827367,0.0882148,-0.10416051,0.020082703,-0.0009215921,0.06686542,-0.09930493,0.0061482713,-0.103354886,0.036152367,-0.15572785,-0.046101943,0.14296438,0.017903596,-0.038000543,0.040608745,-0.1098011,-0.0964376,0.08866231,-0.0009679301,-0.101145536,-0.03905967,0.16874331,-0.114868805
9,-0.16459385,0.01811932,0.0038320236,-0.04465582,-0.07054788,0.11872929,-0.024716165,0.09618219,0.06322799,0.08048828,-0.027933719,-0.2555389,-0.17210512,0.11383901,-0.062678725,0.09982423,-0.08308529,-0.004486256,0.017796315,-0.03829111,0.10824472,-0.10834327,-0.12867096,-0.07476556,0.14098606,-0.086981654,-0.21179822,0.037210897,0.19852778,0.19105653,0.034336902,0.14177741,0.112930275,-0.19068493,-0.117834434,0.043057077,0.27422896,0.02383276,0.07346805,0.07768924,-0.0640854,0.07144702,0.027277242,-0.09038255,0.081641674,-0.08361633,-0.08160648,-0.029279198,-0.050544273,0.07497692,0.054368045,0.0926512,0.06854618,-0.15485837,0.016600598,-0.22438397,-0.19616367,-0.17721045,0.011398863,0.10376786,-0.11198451,0.0019298047,0.12177696,-0.048896946
