,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,-0.0037181452,-0.052091632,-0.2381839,0.07920225,-0.06759198,0.071105726,0.023651823,-0.031991538,0.19900371,-0.025991697,0.046796218,-0.072083436,-0.1466155,0.13138387,0.13243155,-0.037310634,-0.0702453,-0.080353215,-0.1478487,0.04511681,0.050269358,0.018914364,0.07706165,0.027156595,-0.011454299,0.02778291,0.08502835,-0.10015554,-0.117535904,0.06215246,-0.0207187,0.14335783,-0.044426166,-0.0060410425,-0.20432876,-0.1416405,-0.0570693,0.05101402,-0.008963193,-0.12267343,0.09450851,-0.08153803,-0.10874677,0.08801008,-0.031196848,0.031535648,-0.09871216,0.0927634,-0.121018596,0.16225444,0.0033997782,-0.10388884,0.07006459,0.09106523,-0.034058638,-0.18078628,0.025920458,0.0036471598,0.0646369,0.049574893,-0.07549616,0.1439255,0.034530193,0.046420313
1,-0.09688392,0.101989836,-0.046459146,0.053688567,-0.049523216,0.10518414,-0.08063189,0.044271734,0.07295332,0.053533673,-0.09007464,-0.099917024,-0.06919705,0.040550612,0.08951783,-0.067516595,-0.029527748,0.10170282,-0.15879104,0.07728166,-0.18528003,0.08775657,0.077358276,-0.029341202,-0.06435991,-0.09442165,0.07492281,-0.0040722676,-0.14076321,-0.06114373,-0.050629944,0.091471575,0.063145936,0.03266563,0.0090366565,-0.10224105,-0.09416849,0.031654716,-0.09287821,-0.17598625,-0.004110448,-0.21000968,-0.018520003,0.1796615,0.02153038,-0.00557765,0.013537038,0.06368296,-0.024628833,-0.06318022,0.03536739,-0.01639175,0.08965962,0.0063388236,0.14334942,-0.11381991,0.013904197,0.041619666,0.10408894,-0.04375894,-0.06791901,0.0957008,-0.018762138,0.023670442
2,-0.057870314,-0.15319602,-0.1023528,-0.11480996,0.0042765033,-0.058228668,0.033628725,0.034068935,0.078970075,0.008806396,0.040232014,0.0007569678,0.042622223,0.038062967,0.15939374,0.14355135,-0.042346347,-0.075142704,0.063741356,-0.0070167854,0.24069697,0.052728593,0.10259889,0.060761932,0.018390685,0.0916574,0.050054386,-0.10469618,-0.0414083,-0.0248837,0.07791542,0.14386153,-0.141328,0.031487167,-0.19837755,-0.017849233,-0.0429452,-0.0071123466,-0.016501704,-0.019669348,-0.030344494,0.034977354,-0.022501418,-0.060674366,-0.18864739,0.09106833,-0.08465786,0.016114859,-0.014184924,0.14529261,-0.117630884,-0.06185706,0.023280857,0.06087364,-0.041089773,-0.06518679,0.077215165,-0.025580494,-0.018292373,0.0133641325,0.064873554,-0.061032303,-0.082474425,0.06384645
3,-0.13933218,-0.004273017,0.06290023,-0.12322913,0.015666066,-0.017864361,-0.062160756,0.09868206,-0.02732125,0.079083934,-0.084935695,-0.030385612,0.09983352,-0.038174473,0.11768402,0.1026283,-0.0072131883,0.09149957,0.03819798,0.025954928,0.01066663,0.112755716,0.10045558,0.0066932105,-0.032045648,-0.024976432,0.04339672,-0.016678948,-0.068222746,-0.13133267,0.043429464,0.09612193,-0.035586737,0.06379901,-0.003267352,0.009281248,-0.077644765,-0.020447364,-0.09228598,-0.07609169,-0.11101547,-0.091371454,0.05405726,0.033982437,-0.12823871,0.05269794,0.01659608,-0.004693916,0.06609775,-0.059631515,-0.079596646,0.015173632,0.04441006,-0.014505886,0.12138932,-0.012281553,0.062183104,0.01121876,0.024262406,-0.069330394,0.061295863,-0.0897259,-0.12259415,0.041274257
4,0.05501513,0.1337425,-0.06254011,-0.19716191,0.109598264,0.07106215,-0.06591727,0.10841854,0.0061678225,-0.040367074,-0.026894992,0.077571034,0.056976628,-0.09284412,-0.043455694,0.074719295,-0.07657207,0.09366147,0.18516429,-0.035834167,-0.03159236,0.13622631,0.15484571,-0.0017054603,0.19708091,-0.023717966,0.03584017,-0.13203636,0.055106983,-0.13677347,0.009188993,0.16163528,-0.071707465,0.13750094,0.2352189,-0.016245503,-0.16199918,0.1882909,0.032094754,0.18451168,-0.18434453,-0.097211234,0.101372465,0.062449772,-0.15926534,0.082861066,0.08194491,0.0024941824,-0.0008356925,-0.13201232,-0.1471683,0.20421207,0.11167641,-0.062121302,0.02287753,0.0131365415,0.013766206,0.016658803,0.047482483,-0.09812607,0.086825594,0.096138865,-0.13215439,0.030379813
5,-0.14508757,-0.0035422035,0.056153297,-0.13074842,0.016260551,-0.014045363,-0.06755413,0.10534729,-0.020231374,0.07882284,-0.08492279,-0.03487489,0.09939559,-0.0375332,0.12617771,0.10793102,-0.011861119,0.09100496,0.036306206,0.02988484,0.012109171,0.11938594,0.11176351,0.0055558085,-0.030593125,-0.025248542,0.048961394,-0.02618786,-0.075178444,-0.13839966,0.042113103,0.108890325,-0.041324034,0.07093549,-0.007921518,0.00044441223,-0.08616383,-0.018080255,-0.09676108,-0.078997344,-0.11668126,-0.10214042,0.052987143,0.041468766,-0.13844797,0.056718886,0.016170992,-7.877126e-06,0.061919488,-0.056046512,-0.08604768,0.01536081,0.054384284,-0.015096258,0.12777272,-0.019696401,0.066837095,0.013670383,0.027272109,-0.0697763,0.06528862,-0.08564085,-0.13154395,0.046984795
6,-0.14069512,-0.004288392,0.05946981,-0.12535235,0.015964255,-0.015957134,-0.06360788,0.100559086,-0.024031073,0.07860579,-0.08500014,-0.032032438,0.098643675,-0.03760269,0.12074779,0.103944644,-0.009196777,0.09088067,0.036923345,0.02695785,0.011495875,0.114769466,0.104616836,0.0065920874,-0.031156152,-0.025330313,0.045829084,-0.020301778,-0.07039544,-0.13298324,0.04295773,0.100950845,-0.03790667,0.06629964,-0.005399568,0.005933456,-0.08044287,-0.019131651,-0.09343242,-0.07699168,-0.11278584,-0.095030986,0.05357241,0.036543433,-0.13200244,0.05434617,0.016097663,-0.0030810852,0.06435345,-0.057608776,-0.08167917,0.015100875,0.047881555,-0.014314484,0.12287562,-0.014848866,0.06330221,0.011832377,0.026078787,-0.069680125,0.06247244,-0.08748685,-0.12494766,0.043232165
7,-0.0027223453,-0.052074414,-0.2370195,0.0805683,-0.06762772,0.07085253,0.02422823,-0.032988373,0.19810528,-0.025950836,0.046612263,-0.07145653,-0.14684328,0.13126275,0.13118958,-0.03839105,-0.06950453,-0.08021217,-0.14789838,0.044718526,0.049403034,0.017938666,0.07540723,0.027224358,-0.0118936,0.027437467,0.08421866,-0.098474465,-0.116664335,0.06319467,-0.020723999,0.1415125,-0.04338417,-0.007168576,-0.20342943,-0.14049312,-0.055925637,0.050715216,-0.008465024,-0.122333825,0.095411934,-0.08035415,-0.10848227,0.0870488,-0.02947164,0.030743774,-0.098510936,0.09206111,-0.12053351,0.16146538,0.004784927,-0.10388427,0.06870758,0.09128679,-0.03481455,-0.1797557,0.025210239,0.0033299755,0.0642345,0.0495359,-0.07626692,0.14354798,0.035913296,0.045447744
8,-0.094499394,0.10219406,-0.044257402,0.056057233,-0.048949935,0.10418241,-0.07840508,0.042262383,0.070764475,0.053446144,-0.09038038,-0.098068126,-0.068964966,0.04023604,0.08608924,-0.06901389,-0.028046759,0.10206839,-0.1576074,0.075347304,-0.18633407,0.08537866,0.07369922,-0.028772034,-0.06392734,-0.09456073,0.07322209,-0.001185067,-0.13798442,-0.058840312,-0.049871966,0.08722085,0.06495296,0.03013393,0.011594572,-0.09913409,-0.09134664,0.03153701,-0.09082143,-0.17440318,-0.0024105236,-0.20666175,-0.017840352,0.17667918,0.024817394,-0.0066927336,0.0136832725,0.06183712,-0.02315424,-0.06447621,0.03758576,-0.015550361,0.08619943,0.006737776,0.14097753,-0.11067995,0.012070928,0.04040564,0.10347972,-0.043889392,-0.06906705,0.09472105,-0.015928097,0.02136629
9,-0.0080376305,-0.05207938,-0.24245422,0.074984804,-0.06859541,0.07207003,0.020889468,-0.027866248,0.2032157,-0.026155416,0.047126994,-0.07559817,-0.14605904,0.13203827,0.13829224,-0.033962388,-0.07303689,-0.0812045,-0.14928304,0.047978207,0.052650407,0.023142282,0.083588615,0.025936764,-0.011262666,0.028440773,0.08783532,-0.106156565,-0.1215342,0.057671107,-0.021373043,0.15096425,-0.04782258,-0.001348719,-0.2084539,-0.14723802,-0.06188854,0.0511565,-0.012061512,-0.12533368,0.090893604,-0.087089255,-0.10999935,0.09218923,-0.037108608,0.034658067,-0.09931888,0.09630038,-0.12418288,0.16484554,-0.0015754402,-0.10540581,0.0765401,0.09001081,-0.030784167,-0.18594243,0.029271208,0.005355064,0.065641135,0.050601333,-0.073065184,0.1458783,0.02892562,0.05054664
